0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
174 71 249 0 0 255
173 72 251 0 0 255
0 0 0 0 0 255
172 74 257 0 0 255
162 70 245 0 0 255
194 85 298 0 0 255
207 92 322 0 0 255
204 92 322 0 0 255
203 93 325 0 0 255
212 99 345 0 0 255
195 93 323 0 0 255
208 100 350 0 0 255
195 96 334 0 0 255
245 122 425 0 0 255
184 93 325 0 0 255
192 99 345 0 0 255
197 104 361 0 0 255
185 99 344 0 0 255
171 93 325 0 0 255
174 96 336 0 0 255
165 93 325 0 0 255
159 91 318 0 0 255
158 93 324 0 0 255
152 91 318 0 0 255
126 77 268 0 0 255
150 94 326 0 0 255
103 65 228 0 0 255
138 90 314 0 0 255
100 67 233 0 0 255
95 65 226 0 0 255
96 67 233 0 0 255
98 70 244 0 0 255
0 0 0 0 0 255
90 68 236 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
83 68 236 0 0 255
73 61 212 0 0 255
76 65 227 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
73 68 239 0 0 255
72 70 244 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
99 135 469 0 0 255
48 69 241 0 0 255
66 100 347 0 0 255
48 77 267 0 0 255
42 70 243 0 0 255
66 116 405 0 0 255
52 98 341 0 0 255
34 68 236 0 0 255
44 95 332 0 0 255
31 72 253 0 0 255
43 109 378 0 0 255
35 95 332 0 0 255
22 66 231 0 0 255
23 78 273 0 0 255
19 71 247 0 0 255
22 95 332 0 0 255
20 101 352 0 0 255
13 80 279 0 0 255
9 74 258 0 0 255
7 75 261 0 0 255
6 100 347 0 0 255
3 102 355 0 0 255
0 70 244 0 0 255
-3 93 325 0 0 255
-4 64 223 0 0 255
-9 94 328 0 0 255
-10 81 281 0 0 255
0 0 0 0 0 255
-13 66 231 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
176 70 252 0 0 255
0 0 0 0 0 255
204 83 300 0 0 255
162 67 242 0 0 255
171 72 259 0 0 255
210 89 322 0 0 255
217 94 338 0 0 255
227 100 359 0 0 255
213 95 341 0 0 255
219 99 357 0 0 255
196 90 325 0 0 255
197 92 332 0 0 255
204 97 349 0 0 255
201 97 349 0 0 255
180 88 318 0 0 255
188 94 338 0 0 255
183 93 334 0 0 255
191 99 356 0 0 255
139 73 263 0 0 255
164 88 316 0 0 255
166 90 326 0 0 255
172 96 345 0 0 255
156 89 320 0 0 255
152 88 318 0 0 255
154 91 327 0 0 255
116 70 253 0 0 255
114 70 253 0 0 255
100 63 227 0 0 255
0 0 0 0 0 255
143 94 340 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
124 87 315 0 0 255
84 61 220 0 0 255
0 0 0 0 0 255
91 69 251 0 0 255
0 0 0 0 0 255
92 74 268 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
124 164 590 0 0 255
0 0 0 0 0 255
67 97 349 0 0 255
62 95 342 0 0 255
65 106 381 0 0 255
65 111 401 0 0 255
41 75 272 0 0 255
39 76 274 0 0 255
45 93 335 0 0 255
40 90 326 0 0 255
43 104 375 0 0 255
34 91 328 0 0 255
33 97 349 0 0 255
29 93 337 0 0 255
27 98 354 0 0 255
16 68 244 0 0 255
19 92 330 0 0 255
16 98 352 0 0 255
12 93 335 0 0 255
7 75 271 0 0 255
6 90 324 0 0 255
3 92 332 0 0 255
0 94 338 0 0 255
-2 72 261 0 0 255
-4 68 244 0 0 255
-10 105 377 0 0 255
-14 105 380 0 0 255
-11 67 243 0 0 255
-13 66 239 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
165 60 224 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
0 0 0 0 0 255
168 65 243 0 0 255
